time,bidPrice,offerPrice
00:08:08.000,1.11926,1.11935
00:08:09.000,1.11929,1.11938
00:08:10.000,1.11927,1.11936
00:08:13.000,1.11929,1.11938
00:08:14.000,1.11932,1.11941
00:08:17.000,1.11931,1.1194
00:08:18.000,1.11929,1.11938
00:08:21.000,1.1193,1.11939
00:08:22.000,1.11923,1.11932
00:08:25.000,1.11919,1.11928
00:08:27.000,1.11913,1.11922
00:08:32.000,1.11913,1.11922
00:08:43.000,1.1192,1.11929
00:08:44.000,1.11921,1.1193
00:08:46.000,1.11923,1.11932
00:08:47.000,1.11924,1.11933
00:08:49.000,1.11924,1.11933
00:08:58.000,1.11923,1.11932
00:08:59.000,1.11914,1.11923
00:09:00.000,1.11901,1.1191
00:09:02.000,1.11902,1.11911
00:09:10.000,1.11891,1.119
00:09:12.000,1.11893,1.11902
00:09:13.000,1.11892,1.11901
00:09:14.000,1.11893,1.11902
00:09:15.000,1.11891,1.119
00:09:16.000,1.11884,1.11893
00:09:18.000,1.1189,1.11899
00:09:20.000,1.11884,1.11893
00:09:22.000,1.11885,1.11894
00:09:26.000,1.11891,1.119
00:09:30.000,1.11888,1.11897
00:09:31.000,1.11885,1.11894
00:09:32.000,1.11889,1.11898
00:09:33.000,1.1189,1.11899
00:09:39.000,1.11891,1.119
00:09:43.000,1.11888,1.11897
00:09:44.000,1.11892,1.11901
00:09:45.000,1.11891,1.119
00:09:53.000,1.1189,1.11899
00:10:00.000,1.11897,1.11906
00:10:01.000,1.11899,1.11908
00:10:02.000,1.11905,1.11914
00:10:03.000,1.11907,1.11916
00:10:04.000,1.11906,1.11915
00:10:05.000,1.11907,1.11916
00:10:07.000,1.11906,1.11915
00:10:09.000,1.1191,1.11919
00:10:10.000,1.11912,1.11921
00:10:13.000,1.11913,1.11922
00:10:16.000,1.11915,1.11924
00:10:17.000,1.11922,1.11931
00:10:18.000,1.11921,1.1193
00:10:22.000,1.1192,1.11929
00:10:23.000,1.11915,1.11924
00:10:26.000,1.11914,1.11923
00:10:28.000,1.11913,1.11922
00:10:32.000,1.11904,1.11913
00:10:35.000,1.11903,1.11912
00:10:36.000,1.11902,1.11911
00:10:37.000,1.119,1.11909
00:10:41.000,1.11902,1.11911
00:10:42.000,1.119,1.11909
00:10:43.000,1.11896,1.11905
00:10:44.000,1.11892,1.11901
00:10:45.000,1.11897,1.11906
00:10:46.000,1.11906,1.11915
00:10:48.000,1.11907,1.11916
00:10:50.000,1.11908,1.11917
00:10:52.000,1.11911,1.1192
00:10:53.000,1.11921,1.1193
00:10:54.000,1.11918,1.11927
00:10:59.000,1.11919,1.11928
00:11:00.000,1.11931,1.1194
00:11:03.000,1.11929,1.11938
00:11:04.000,1.11924,1.11933
00:11:05.000,1.11929,1.11938
00:11:08.000,1.11938,1.11947
00:11:09.000,1.11939,1.11948
00:11:10.000,1.11938,1.11947
00:11:18.000,1.11937,1.11946
00:11:19.000,1.11938,1.11947
00:11:24.000,1.11937,1.11946
00:11:27.000,1.11936,1.11945
00:11:28.000,1.11935,1.11944
00:11:33.000,1.11939,1.11948
00:11:34.000,1.11941,1.1195
00:11:36.000,1.11936,1.11945
00:11:37.000,1.11937,1.11946
00:11:38.000,1.11938,1.11947
00:11:39.000,1.11939,1.11948
00:11:40.000,1.11939,1.11948
00:11:42.000,1.11945,1.11954
00:11:43.000,1.11947,1.11956
00:11:44.000,1.11949,1.11958
00:11:46.000,1.1195,1.11959
00:11:51.000,1.11947,1.11956
00:11:53.000,1.11946,1.11955
00:11:55.000,1.11947,1.11956
00:11:56.000,1.1195,1.11959
00:11:58.000,1.11949,1.11958
00:12:00.000,1.11944,1.11953
00:12:01.000,1.11942,1.11951
00:12:02.000,1.11934,1.11943
00:12:03.000,1.11935,1.11944
00:12:04.000,1.11934,1.11943
00:12:09.000,1.1194,1.11949
00:12:10.000,1.11942,1.11951
00:12:11.000,1.11941,1.1195
00:12:12.000,1.11935,1.11944
00:12:13.000,1.11936,1.11945
00:12:14.000,1.11942,1.11951
00:12:17.000,1.11937,1.11946
00:12:20.000,1.11936,1.11945
00:12:21.000,1.11934,1.11943
00:12:23.000,1.11936,1.11945
00:12:24.000,1.11928,1.11937
00:12:25.000,1.11929,1.11938
00:12:28.000,1.11927,1.11936
00:12:35.000,1.11922,1.11931
00:12:37.000,1.11916,1.11925
00:12:44.000,1.11914,1.11923
00:12:45.000,1.11914,1.11923
00:12:46.000,1.11914,1.11923
00:12:49.000,1.11909,1.11918
00:12:50.000,1.11904,1.11913
00:12:55.000,1.11911,1.1192
00:12:56.000,1.11914,1.11923
00:12:57.000,1.11913,1.11922
00:13:01.000,1.11914,1.11923
00:13:07.000,1.11918,1.11927
00:13:08.000,1.11916,1.11925
00:13:09.000,1.11918,1.11927
00:13:10.000,1.1192,1.11929
00:13:14.000,1.11922,1.11931
00:13:15.000,1.11929,1.11938
00:13:16.000,1.11932,1.11941
00:13:17.000,1.11927,1.11936
00:13:18.000,1.11931,1.1194
00:13:20.000,1.11932,1.11941
00:13:21.000,1.11933,1.11942
00:13:25.000,1.11932,1.11941
00:13:28.000,1.11934,1.11943
00:13:29.000,1.11939,1.11948
00:13:30.000,1.11934,1.11943
00:13:31.000,1.11932,1.11941
00:13:32.000,1.11931,1.1194
00:13:35.000,1.11932,1.11941
00:13:40.000,1.11934,1.11943
00:13:41.000,1.1194,1.11949
00:13:42.000,1.11942,1.11951
00:13:46.000,1.1194,1.11949
00:13:47.000,1.11942,1.11951
00:13:52.000,1.1194,1.11949
00:13:54.000,1.11935,1.11944
00:13:55.000,1.11937,1.11946
00:13:56.000,1.11933,1.11942
00:13:57.000,1.11936,1.11945
00:13:58.000,1.11933,1.11942
00:14:00.000,1.11935,1.11944
00:14:02.000,1.11935,1.11944
00:14:03.000,1.11937,1.11946
00:14:04.000,1.11939,1.11948
00:14:09.000,1.11941,1.1195
00:14:11.000,1.1194,1.11949
00:14:12.000,1.1194,1.11949
00:14:17.000,1.11936,1.11945
00:14:20.000,1.11942,1.11951
00:14:22.000,1.11941,1.1195
00:14:23.000,1.11939,1.11948
00:14:26.000,1.11941,1.1195
00:14:27.000,1.11942,1.11951
00:14:30.000,1.11938,1.11947
00:14:31.000,1.11938,1.11947
00:14:40.000,1.11941,1.1195
00:14:42.000,1.11947,1.11956
00:14:43.000,1.11946,1.11955
00:14:45.000,1.11945,1.11954
00:14:48.000,1.11945,1.11954
00:14:49.000,1.11944,1.11953
00:14:50.000,1.11942,1.11951
00:14:51.000,1.11942,1.11951
00:14:52.000,1.11943,1.11952
00:14:53.000,1.11939,1.11948
00:14:57.000,1.11941,1.1195
00:14:59.000,1.11942,1.11951
00:15:00.000,1.11941,1.1195
00:15:01.000,1.11942,1.11951
00:15:02.000,1.11941,1.1195
00:15:03.000,1.1194,1.11949
00:15:07.000,1.11939,1.11948
00:15:09.000,1.1194,1.11949
00:15:10.000,1.11938,1.11947
00:15:11.000,1.11941,1.1195
00:15:18.000,1.1194,1.11949
00:15:21.000,1.11944,1.11953
00:15:22.000,1.11945,1.11954
00:15:23.000,1.11946,1.11955
00:15:24.000,1.11945,1.11954
00:15:26.000,1.11944,1.11953
00:15:27.000,1.11949,1.11958
00:15:29.000,1.11947,1.11956
00:15:34.000,1.11948,1.11957
00:15:36.000,1.11943,1.11952
00:15:37.000,1.11942,1.11951
00:15:49.000,1.11937,1.11946
00:15:50.000,1.11934,1.11943
00:15:51.000,1.11933,1.11942
00:15:53.000,1.11936,1.11945
00:15:54.000,1.11942,1.11951
00:15:58.000,1.11943,1.11952
00:15:59.000,1.11944,1.11953
00:16:01.000,1.11944,1.11953
00:16:03.000,1.11945,1.11954
00:16:05.000,1.11944,1.11953
00:16:06.000,1.11943,1.11952
00:16:08.000,1.11944,1.11953
00:16:09.000,1.11945,1.11954
00:16:16.000,1.11944,1.11953
00:16:33.000,1.11947,1.11956
00:16:34.000,1.11948,1.11957
00:16:35.000,1.11947,1.11956
00:16:37.000,1.11949,1.11958
00:16:42.000,1.11952,1.11961
00:16:43.000,1.11951,1.1196
00:16:45.000,1.11951,1.1196
00:16:46.000,1.11953,1.11962
00:16:56.000,1.11951,1.1196
00:16:59.000,1.11947,1.11956
00:17:08.000,1.11943,1.11952
00:17:09.000,1.11941,1.1195
00:17:11.000,1.11934,1.11943
00:17:22.000,1.11929,1.11938
00:17:31.000,1.11931,1.1194
00:17:47.000,1.11932,1.11941
00:17:59.000,1.1193,1.11939
00:18:07.000,1.1193,1.11939
00:18:10.000,1.11935,1.11944
00:18:11.000,1.11936,1.11945
00:18:14.000,1.11935,1.11944
00:18:15.000,1.11936,1.11945
00:18:16.000,1.11938,1.11947
00:18:26.000,1.1194,1.11949
00:18:31.000,1.11939,1.11948
00:18:35.000,1.1194,1.11949
